SIGUN_NM,SERVC_NM,SPORT_TARGET,SERVC_RINK_ADDR,CHARGE_DEPT_NM,APLCATN_METH,SPORT_CYCL
의왕시,의사상자 예우지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001764&wlfareInfoReldBztpCd=02,경기도 의왕시 복지문화국 복지정책과,"방문, 우편",년
의왕시,장애인복지신문 보급,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001488&wlfareInfoReldBztpCd=02,경기도 의왕시 복지문화국 노인장애인과,"방문, 전화",월
부천시,호국보훈의 달 국가유공자 보훈위로금,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001370&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 복지정책과,방문,년
부천시,보훈의 달 장기입원 및 불우 국가유공자 위문금,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001198&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 복지정책과,,년
부천시,독립유공자 위로비 지급,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001197&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 복지정책과,방문,1회성
가평군,가평군 청년 1인가구 월세 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005981&wlfareInfoReldBztpCd=02,경기도 가평군 기획예산담당관,"인터넷, 방문, 우편",분기
가평군,청년 면접 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005976&wlfareInfoReldBztpCd=02,경기도 가평군 경제산업국 일자리정책과,"방문, E-mail",수시
,경기청년 역량강화 기회지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005974&wlfareInfoReldBztpCd=02,경기도 미래평생교육국 청년기회과,인터넷,수시
하남시,화장지원금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005972&wlfareInfoReldBztpCd=02,경기도 하남시 복지국 노인장애인복지과,방문,1회성
안양시,졸업앨범비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005672&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 교육청소년과,"인터넷, 방문",1회성
김포시,저소득층 이사비용 지원사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005600&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 생활보장과,방문,년
광명시,아이조아 첫돌,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005458&wlfareInfoReldBztpCd=02,경기도 광명시 사회복지국 여성가족과,방문,1회성
,청소년 자립두배통장,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005405&wlfareInfoReldBztpCd=02,경기도 평생교육국 청소년과,"전화, 방문",년
시흥시,출생축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005386&wlfareInfoReldBztpCd=02,경기도 시흥시 보건소 정왕보건지소,방문,년
남양주시,공공임대주택 공동전기료 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005304&wlfareInfoReldBztpCd=02,경기도 남양주시 도시국 주택과,"방문, 우편",월
남양주시,남양주시 산후조리비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005268&wlfareInfoReldBztpCd=02,경기도 남양주시 남양주보건소 건강증진과,"인터넷, 방문",1회성
구리시,구리시 초중고 입학준비금 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005205&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 평생학습과,"인터넷, 방문",1회성
여주시,결혼장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005187&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 가족복지과,"방문, 인터넷",1회성
성남시,성남시 60세 이상 취약계층 및 65세 이상 대상포진 예방접종 지원사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005086&wlfareInfoReldBztpCd=02,경기도 성남시 중원구보건소 보건행정과,,1회성
,경기북부청소년자립지원관,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005030&wlfareInfoReldBztpCd=02,경기도 평생교육국 청소년과,,분기
,경기남부청소년자립지원관,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005029&wlfareInfoReldBztpCd=02,경기도 평생교육국 청소년과,,분기
성남시,"성남시 노무제공자, 예술인, 영세사업주 산재보험료 지원사업",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004835&wlfareInfoReldBztpCd=02,경기도 성남시 재정경제국 고용과,"우편, 방문, E-mail, 팩스",반기
성남시,성남시 노동취약계층 유급병가비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004837&wlfareInfoReldBztpCd=02,경기도 성남시 재정경제국 고용과,"방문, 우편",수시
오산시,오산시 미취업청년과 중소기업상생사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004759&wlfareInfoReldBztpCd=02,경기도 오산시 경제문화국 지역경제과,,월
오산시,청년 면접합격 응원세트,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004700&wlfareInfoReldBztpCd=02,경기도 오산시 경제문화국 지역경제과,인터넷,수시
가평군,가평군 초등학교 입학지원금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004884&wlfareInfoReldBztpCd=02,경기도 가평군 행정복지국 행복돌봄과,방문,년
성남시,성남시 건설일용노동자 파상풍 예방접종비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004843&wlfareInfoReldBztpCd=02,경기도 성남시 재정경제국 고용과,"방문, 우편",1회성
광명시,광명시 노인대중교통비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004851&wlfareInfoReldBztpCd=02,경기도 광명시 안전건설교통국 도시교통과,방문,분기
고양시,고양시 노동취약계층 유급병가 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004751&wlfareInfoReldBztpCd=02,경기도 고양시 일자리경제국 일자리정책과,"방문, E-mail",1회성
군포시,군포시 청년 전월세 보증금 대출이자 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004706&wlfareInfoReldBztpCd=02,경기도 군포시 도시주택국 주택정책과,방문,1회성
고양시,고양시 저소득 미혼 한부모 양육생계비 지원,"장애인, 저소득, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004720&wlfareInfoReldBztpCd=02,경기도 고양시 복지여성국 여성가족과,방문,월
여주시,아빠 육아휴직 장려금 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001564&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 가족복지과,"인터넷, 방문",월
부천시,부천시 미인가 대안교육기관 등 교복비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000001&wlfareInfoReldBztpCd=02,경기도 부천시 교육사업단 평생교육과,인터넷,1회성
화성시,화성시 무상교통 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004057&wlfareInfoReldBztpCd=02,경기도 화성시 교통국 대중교통과,"인터넷, 모바일",월
평택시,평택시 청년 월세 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003825&wlfareInfoReldBztpCd=02,경기도 평택시 기획항만경제실 청년정책과,방문,월
고양시,저소득 미혼한부모 가족 냉난방비 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004122&wlfareInfoReldBztpCd=02,경기도 고양시 복지여성국 여성가족과,,분기
,경기도형 긴급복지 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003903&wlfareInfoReldBztpCd=02,경기도 복지국 복지사업과,방문,월
군포시,군포시 신혼부부 무주택자 전월세 보증금 대출이자 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002049&wlfareInfoReldBztpCd=02,경기도 군포시 도시주택국 주택정책과,방문,1회성
김포시,노인 성인용보행기 지원사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001837&wlfareInfoReldBztpCd=02,경기도 김포시 복지교육국 노인장애인과,방문,1회성
평택시,평택청년면접정장무료대여서비스,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001622&wlfareInfoReldBztpCd=02,경기도 평택시 기획항만경제실 청년정책과,인터넷,수시
안양시,안양시 청년 학자금 대출 연체자 신용회복 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001897&wlfareInfoReldBztpCd=02,경기도 안양시 청년정책관,E-mail,1회성
평택시,사립유치원 셋째아 이상 교육비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003985&wlfareInfoReldBztpCd=02,경기도 평택시 행정자치국 교육청소년과,방문,반기
,"중, 고등학교 신입생 교복구입비 지원",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000835&wlfareInfoReldBztpCd=02,경기도 미래평생교육국 평생교육과,,1회성
김포시,중·고교 주제별체험학습(수학여행) 비용 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001226&wlfareInfoReldBztpCd=02,경기도 김포시 교육문화국 교육지원과,,1회성
광주시,화장장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004144&wlfareInfoReldBztpCd=02,경기도 광주시 복지문화국 노인장애인과,방문,1회성
안양시,신혼부부 주택 매입·전세자금 대출이자 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001041&wlfareInfoReldBztpCd=02,경기도 안양시 도시주택국 주택과,인터넷,년
오산시,경기도 청년기본소득 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001018&wlfareInfoReldBztpCd=02,경기도 오산시 경제문화국 지역경제과,인터넷,분기
수원시,공공하수도 사용료 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001268&wlfareInfoReldBztpCd=02,경기도 수원시 환경국 하수관리과,,월
,산모신생아 건강관리 지원사업(추가형),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003986&wlfareInfoReldBztpCd=02,경기도 하남시 보건소 미사보건센터,"방문, 인터넷",1회성
의정부시,독립유공자 및 유족 위문,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000711&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 복지정책과,,월
수원시,수원시 자녀 출산·입양 지원금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001377&wlfareInfoReldBztpCd=02,경기도 수원시 복지여성국 여성정책과,"방문, 인터넷",1회성
김포시,장애인활동지원 김포시 추가지원 사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004027&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 노인장애인과,방문,월
부천시,인플루엔자 예방접종 취약계층 무료접종,"장애인, 보훈대상자, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001347&wlfareInfoReldBztpCd=02,경기도 부천시 부천시보건소 감염병관리과,,1회성
부천시,장애인활동지원 시추가지원사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001367&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 장애인복지과,방문,월
동두천시,보훈명예수당,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004513&wlfareInfoReldBztpCd=02,경기도 동두천시 자치행정국 복지정책과,방문,월
고양시,장애인활동지원 고양시 추가지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001396&wlfareInfoReldBztpCd=02,경기도 고양시 사회복지국 장애인복지과,,월
파주시,장수노인장려금,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001571&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 노인장애인과,방문,월
평택시,무연고 행려 사망자 공고료(본청),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000649&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 사회복지과,방문,1회성
광주시,자연장 운영관리,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000314&wlfareInfoReldBztpCd=02,경기도 광주시 복지문화국 노인장애인과,,1회성
광주시,자활기금 융자 사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003045&wlfareInfoReldBztpCd=02,경기도 광주시 복지문화국 복지정책과,방문,1회성
고양시,노숙인 보호(일산서구),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002505&wlfareInfoReldBztpCd=02,경기도 고양시 일산서구 사회복지과,,1회성
고양시,노숙인 보호(일산동구),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002831&wlfareInfoReldBztpCd=02,경기도 고양시 일산동구 사회복지과,,1회성
의정부시,출산장려금 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001498&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 여성보육과,"인터넷, 방문",1회성
동두천시,국가유공자 수당,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002591&wlfareInfoReldBztpCd=02,경기도 동두천시 자치행정국 복지정책과,방문,1회성
오산시,홍익일자리사업추진,"보훈대상자, 다문화·탈북민, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003881&wlfareInfoReldBztpCd=02,경기도 오산시 경제문화국 지역경제과,방문,월
광주시,부랑인 및 행려자 임시구호,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003021&wlfareInfoReldBztpCd=02,경기도 광주시 복지문화국 복지정책과,방문,1회성
의정부시,의사상자 특별위로금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001404&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 복지정책과,,1회성
의정부시,보훈대상자지원,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003965&wlfareInfoReldBztpCd=02,경기도 의정부시 복지국 복지정책과,방문,월
안성시,지자체 공공근로사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000915&wlfareInfoReldBztpCd=02,경기도 안성시 경제도시국 일자리경제과,방문,월
김포시,독거노인 후생복지,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001602&wlfareInfoReldBztpCd=02,경기도 김포시 복지교육국 노인장애인과,방문,월
화성시,가정위탁아동 생필품비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003704&wlfareInfoReldBztpCd=02,경기도 화성시 시민복지국 아동친화과,,반기
고양시,장애인가정 출산지원금 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002356&wlfareInfoReldBztpCd=02,경기도 고양시 사회복지국 장애인복지과,"방문, 모바일",1회성
구리시,가정위탁아동 능력개발비,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000995&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 가족복지과,방문,월
평택시,행려자 귀향여비 및 급식비(송탄출장소),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000783&wlfareInfoReldBztpCd=02,경기도 평택시 송탄출장소 사회복지과,방문,1회성
평택시,국가보훈대상자 예우 및 지원(보훈수당 지급),보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001562&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 복지정책과,방문,월
평택시,무연고 행려 사망자 공고료(안중출장소),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000784&wlfareInfoReldBztpCd=02,경기도 평택시 안중출장소 사회복지과,방문,1회성
평택시,행려자 귀향여비 및 급식비(안중출장소),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001309&wlfareInfoReldBztpCd=02,경기도 평택시 안중출장소 사회복지과,방문,1회성
평택시,무연고 행려 사망자 장제비(안중출장소),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000780&wlfareInfoReldBztpCd=02,경기도 평택시 안중출장소 사회복지과,방문,1회성
수원시,장애인가정 출산지원금 지급,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001378&wlfareInfoReldBztpCd=02,경기도 수원시 시민복지국 장애인복지과,방문,1회성
가평군,보육시설 영유아 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001338&wlfareInfoReldBztpCd=02,경기도 가평군 행정복지국 행복돌봄과,인터넷,월
안성시,노숙인 임시 보호,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001431&wlfareInfoReldBztpCd=02,경기도 안성시 복지교육국 복지정책과,방문,1회성
수원시,저소득장애인이사비지원,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001397&wlfareInfoReldBztpCd=02,경기도 수원시 시민복지국 장애인복지과,방문,1회성
안성시,저소득가구 국민건강보험료 및 노인장기요양보험료 지원사업,"장애인, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001504&wlfareInfoReldBztpCd=02,경기도 안성시 복지교육국 복지정책과,,월
김포시,김포시 장수축하물품 지급 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005959&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 노인장애인과,방문,기타
김포시,효드림 밥상,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005957&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 노인장애인과,방문,년
평택시,누구나 돌봄,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005956&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 복지정책과,"인터넷, 방문",주
시흥시,시흥시 산후조리비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005509&wlfareInfoReldBztpCd=02,경기도 시흥시 보건소 정왕보건지소,방문,년
김포시,장애인 이동기기 수리비 지원 사업,"저소득, 장애인",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005193&wlfareInfoReldBztpCd=02,경기도 김포시 복지교육국 노인장애인과,"전화, 방문",년
군포시,청년 학자금대출 장기연체자 학자금 상환 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004831&wlfareInfoReldBztpCd=02,경기도 군포시 복지국 아동청소년과,"인터넷, 모바일",1회성
여주시,다자녀 가정 입학축하금 지원,다자녀,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003901&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 가족복지과,"인터넷, 방문",1회성
여주시,다자녀장려금 지원,다자녀,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004039&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 가족복지과,"방문, 인터넷",월
군포시,청년 학자금대출 장기연체자 신용회복 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003850&wlfareInfoReldBztpCd=02,경기도 군포시 복지국 아동청소년과,"모바일, 인터넷",1회성
여주시,여주시 청년 신혼부부 주택 전세자금 대출이자 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004163&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 복지행정과,"우편, 방문",1회성
구리시,취약계층 노인 목욕비 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004430&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 노인장애인복지과,방문,분기
여주시,여주시 수도요금 감면신청,"다자녀, 장애인, 한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002922&wlfareInfoReldBztpCd=02,경기도 여주시 수도사업소,방문,수시
김포시,김포청년 내일옷장(면접정장 무료대여)사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000916&wlfareInfoReldBztpCd=02,경기도 김포시 경제문화국 일자리경제과,인터넷,수시
군포시,건강생활실천 통합서비스,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000811&wlfareInfoReldBztpCd=02,경기도 군포시 보건소 산본보건지소,,주
여주시,사망한 참전유공자 배우자수당,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002921&wlfareInfoReldBztpCd=02,경기도 여주시 행복지원국 복지행정과,방문,월
여주시,국가보훈대상자 참전유공자수당,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002920&wlfareInfoReldBztpCd=02,경기도 여주시 행복지원국 복지행정과,방문,월
여주시,국가보훈대상자 사망위로금,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001051&wlfareInfoReldBztpCd=02,경기도 여주시 행복지원국 복지행정과,방문,수시
여주시,보훈명예수당 지급,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001503&wlfareInfoReldBztpCd=02,경기도 여주시 행복지원국 복지행정과,방문,월
김포시,장애인 생활안정(중증장애인 치과치료비 지원),"저소득, 장애인",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000918&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 노인장애인과,방문,수시
여주시,출산장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004389&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 가족복지과,"인터넷, 방문",년
군포시,"보훈단체지원(명예수당, 사망위로금, 애국지사 위문금 등)",보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003841&wlfareInfoReldBztpCd=02,경기도 군포시 복지국 복지정책과,방문,월
안산시,장수수당,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002784&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 노인복지과,방문,월
